throughput, latency
208.09248554913293, 2439.796296296296
80.22388059701493, 22.23076923076923
88.58267716535433, 29.29787234042553
89.10891089108911, 31.818181818181817
88.58267716535433, 26.933333333333334
84.64566929133858, 22.977272727272727
88.56088560885608, 23.934782608695652
87.12871287128714, 35.16279069767442
87.64940239043824, 27.043478260869566
88.0, 29.133333333333333
89.90825688073394, 27.26086956521739
87.47514910536779, 25.227272727272727
86.44400785854617, 35.86363636363637
87.890625, 24.06382978723404
89.46322067594433, 27.304347826086957
89.10891089108911, 25.244444444444444
89.8661567877629, 22.956521739130434
88.93280632411067, 30.57777777777778
88.93280632411067, 26.133333333333333
85.1063829787234, 31.568181818181817
90.0, 25.25
89.10891089108911, 25.133333333333333
85.48707753479125, 36.888888888888886
87.12871287128714, 27.272727272727273
90.19607843137254, 33.46666666666667
89.32038834951456, 24.73913043478261
90.9090909090909, 22.282608695652176
90.0, 39.53191489361702
87.47514910536779, 27.733333333333334
88.0, 30.818181818181817
87.3015873015873, 25.454545454545453
86.0, 24.41860465116279
88.75739644970415, 30.25
87.64940239043824, 26.386363636363637
89.14728682170542, 29.022222222222222
88.0, 25.891304347826086
90.37328094302553, 21.155555555555555
90.9090909090909, 30.065217391304348
87.12871287128714, 27.34090909090909
91.61793372319688, 27.186046511627907
91.63346613545816, 30.333333333333332
87.12871287128714, 24.232558139534884
87.64940239043824, 30.177777777777777
88.75739644970415, 25.488372093023255
89.69465648854961, 33.65217391304348
89.82035928143712, 32.23913043478261
89.84375, 21.404255319148938
88.9894419306184, 60.958333333333336
91.07142857142857, 578.0
89.23884514435696, 1114.764705882353
88.5478158205431, 1634.2
90.0, 2246.1951219512193
88.0, 1792.4601769911505
90.0, 1193.0481927710844
87.82435129740519, 616.2935779816514
91.63346613545816, 83.04477611940298
91.63346613545816, 27.155555555555555
90.19607843137254, 23.851063829787233
91.45129224652088, 31.782608695652176
89.84375, 23.17391304347826
90.37328094302553, 25.333333333333332
92.0, 31.74468085106383
92.70216962524654, 25.551020408163264
91.45129224652088, 26.82608695652174
92.0, 24.717391304347824
90.55118110236221, 22.133333333333333
90.9090909090909, 30.416666666666668
91.97651663405088, 25.361702127659573
91.42857142857143, 29.17391304347826
91.45129224652088, 26.04255319148936
93.20388349514563, 21.93617021276596
91.81636726546907, 34.5531914893617
90.37328094302553, 27.5
91.45129224652088, 34.84090909090909
89.64143426294821, 31.170212765957448
89.28571428571429, 21.695652173913043
91.63346613545816, 33.82608695652174
92.51968503937007, 27.148936170212767
92.45283018867924, 25.67391304347826
91.81636726546907, 27.448979591836736
91.63346613545816, 23.044444444444444
90.19607843137254, 34.38297872340426
91.26984126984127, 25.434782608695652
91.40767824497257, 27.195652173913043
89.28571428571429, 36.48979591836735
90.72978303747534, 24.266666666666666
91.63346613545816, 39.80434782608695
88.58267716535433, 30.466666666666665
92.0, 27.88888888888889
91.81636726546907, 24.041666666666668
90.01956947162427, 22.22222222222222
88.75739644970415, 38.78260869565217
89.84375, 27.488888888888887
85.48707753479125, 27.435897435897434
92.88537549407114, 29.49019607843137
89.64143426294821, 21.130434782608695
90.55118110236221, 31.8
90.72978303747534, 25.127659574468087
91.26984126984127, 24.695652173913043
91.63346613545816, 30.217391304347824
88.93280632411067, 22.622222222222224
92.33791748526522, 27.872340425531913
91.43968871595331, 27.652173913043477
91.56193895870736, 27.0
90.19607843137254, 30.431372549019606
93.25396825396825, 22.541666666666668
88.23529411764706, 33.55555555555556
89.64143426294821, 23.795454545454547
89.01515151515152, 26.0
91.08910891089108, 28.20408163265306
93.43936381709742, 21.869565217391305
88.06262230919765, 38.25581395348837
92.84332688588007, 25.64
91.81636726546907, 26.608695652173914
91.81636726546907, 27.48936170212766
93.06930693069307, 23.5531914893617
92.51968503937007, 29.195652173913043
89.46322067594433, 22.565217391304348
91.81636726546907, 29.822222222222223
90.55118110236221, 30.23913043478261
93.43936381709742, 21.29787234042553
90.0, 35.422222222222224
91.08527131782945, 24.27659574468085
91.63346613545816, 26.25
91.796875, 33.6
47.90419161676647, 28.523809523809526
49.70178926441352, 30.846153846153847
49.90403071017274, 26.653846153846153
51.33079847908745, 28.48148148148148
51.92307692307692, 26.77777777777778
51.68986083499006, 23.962962962962962
51.42857142857142, 31.24
49.70178926441352, 26.615384615384617
50.78125, 28.96153846153846
52.02312138728323, 28.814814814814813
51.724137931034484, 23.59259259259259
52.04460966542751, 29.40740740740741
51.896207584830336, 27.678571428571427
52.43445692883895, 28.925925925925927
52.42718446601942, 25.703703703703702
50.65666041275797, 26.0
52.141527001862194, 31.866666666666667
51.181102362204726, 24.37037037037037
52.83018867924528, 27.296296296296298
51.68986083499006, 30.666666666666668
53.46534653465346, 31.4
51.68986083499006, 25.333333333333332
51.82341650671785, 27.653846153846153
52.325581395348834, 69.57142857142857
50.583657587548636, 26.26923076923077
51.48514851485149, 29.041666666666668
52.52918287937743, 30.862068965517242
51.68986083499006, 23.23076923076923
52.22437137330754, 24.296296296296298
50.682261208576996, 34.44444444444444
51.58730158730159, 27.04
53.1496062992126, 27.37037037037037
51.58730158730159, 25.5
51.181102362204726, 31.115384615384617
51.181102362204726, 24.74074074074074
51.48514851485149, 29.708333333333332
52.22437137330754, 28.689655172413794
52.94117647058823, 26.192307692307693
52.325581395348834, 28.185185185185187
50.98039215686274, 25.51851851851852
52.94117647058823, 26.92
51.080550098231825, 28.72
51.82341650671785, 25.379310344827587
51.383399209486164, 32.80769230769231
52.23880597014925, 23.77777777777778
51.896207584830336, 26.92
51.58730158730159, 32.44444444444444
51.756007393715336, 25.714285714285715
51.383399209486164, 29.555555555555557
52.12355212355212, 26.48148148148148
51.79282868525896, 27.692307692307693
53.1496062992126, 29.703703703703702
51.48514851485149, 28.11111111111111
54.1044776119403, 68.36363636363636
51.13636363636363, 39.54545454545455
52.23880597014925, 29.25925925925926
53.57142857142857, 28.321428571428573
50.0, 27.23076923076923
54.263565891472865, 32.925925925925924
51.282051282051285, 27.107142857142858
52.734375, 30.84
52.63157894736842, 30.785714285714285
52.325581395348834, 23.37037037037037
51.724137931034484, 26.25
53.53728489483748, 30.333333333333332
52.730696798493405, 30.884615384615383
51.33079847908745, 28.0
53.04518664047151, 25.59259259259259
51.58730158730159, 25.807692307692307
52.734375, 27.11111111111111
51.68986083499006, 39.88461538461539
51.383399209486164, 23.0
53.359683794466406, 26.307692307692307
51.48514851485149, 32.370370370370374
53.84615384615385, 37.80769230769231
53.1496062992126, 25.59259259259259
51.48514851485149, 29.62962962962963
51.625239005736134, 25.85185185185185
53.46534653465346, 30.074074074074073
52.325581395348834, 24.074074074074073
53.53728489483748, 29.925925925925927
52.43445692883895, 27.75
51.896207584830336, 23.48148148148148
50.751879699248114, 34.2962962962963
52.734375, 27.37037037037037
52.0, 31.653846153846153
53.742802303262955, 23.928571428571427
53.25443786982248, 26.692307692307693
51.58730158730159, 30.703703703703702
53.94990366088632, 26.857142857142858
51.896207584830336, 31.576923076923077
50.78125, 27.51851851851852
54.0, 25.03846153846154
51.080550098231825, 29.22222222222222
52.12355212355212, 28.115384615384617
52.734375, 27.074074074074073
51.92307692307692, 27.51851851851852
54.0, 25.333333333333332
50.682261208576996, 27.76923076923077
53.53728489483748, 28.444444444444443
51.724137931034484, 31.11111111111111
51.79282868525896, 29.071428571428573
52.83757338551859, 23.23076923076923
52.734375, 27.703703703703702
52.42718446601942, 27.962962962962962
53.04518664047151, 28.51851851851852
51.42857142857142, 27.333333333333332
52.0, 24.185185185185187
52.83757338551859, 28.846153846153847
54.0, 28.11111111111111
52.0, 32.32
51.42857142857142, 27.392857142857142
52.42718446601942, 24.074074074074073
53.1496062992126, 33.851851851851855
53.04518664047151, 25.962962962962962
49.9001996007984, 29.958333333333332
53.1496062992126, 26.17241379310345
51.79282868525896, 25.84
182.90258449304176, 49.2112676056338
239.0438247011952, 157.9120879120879
216.0, 244.2156862745098
198.0, 307.6701030927835
201.59680638722554, 286.949494949495
290.5138339920949, 275.4040404040404
300.796812749004, 462.30337078651684
310.0, 633.4954128440367
297.6653696498054, 775.6947368421053
290.258449304175, 975.1153846153846
297.4051896207585, 1121.957264957265
297.6190476190476, 1316.195652173913
287.4251497005988, 1446.8130841121495
256.7567567567568, 1562.25
214.0, 1789.7
222.66401590457255, 1934.8899082568807
189.62075848303394, 2111.25
193.6127744510978, 2259.5
180.39215686274508, 2386.7471264367814
198.0, 2461.5631067961167
224.0, 2465.1926605504586
177.734375, 2474.0108695652175
214.0, 2470.411214953271
187.25099601593627, 2450.2315789473682
183.95303326810176, 2454.144329896907
218.0, 2480.6923076923076
175.09727626459144, 2475.266666666667
201.56555772994128, 2489.158878504673
194.17475728155338, 2496.536842105263
196.49805447470817, 2485.5346534653463
229.2490118577075, 2470.3760683760684
165.6686626746507, 2439.121951219512
199.6007984031936, 2490.6153846153848
180.18018018018017, 2470.875
197.60479041916167, 2506.81
236.58051689860835, 2508.0677966101694
161.4785992217899, 2500.035714285714
201.18343195266272, 2494.1792452830186
202.38095238095238, 2465.6435643564355
195.21912350597609, 2468.96875
224.0, 2478.026548672566
182.53968253968253, 2440.588888888889
211.6504854368932, 2435.1666666666665
191.23505976095618, 2434.0520833333335
179.8418972332016, 2442.5760869565215
222.87968441814596, 2463.8333333333335
188.11881188118812, 2446.3763440860216
196.0, 2463.4949494949497
183.7121212121212, 2502.422680412371
183.63273453093814, 2483.663043478261
217.13147410358565, 2520.490740740741
182.0, 2521.1720430107525
206.34920634920636, 2516.153846153846
213.72549019607843, 2476.4018691588785
169.32270916334662, 2494.561797752809
209.16334661354583, 2486.809523809524
178.0, 2464.659090909091
209.5808383233533, 2486.5794392523367
220.0, 2465.3981481481483
175.8893280632411, 2441.8255813953488
209.16334661354583, 2454.183486238532
172.0, 2449.7023809523807
195.21912350597609, 2493.144329896907
220.0, 2528.4036697247707
174.0, 2502.3370786516853
215.5688622754491, 2509.3271028037384
188.9763779527559, 2489.6315789473683
196.81908548707753, 2468.96
220.0, 2463.2752293577983
180.9145129224652, 2436.703296703297
209.16334661354583, 2433.2075471698113
187.25099601593627, 2440.31914893617
194.44444444444446, 2452.9795918367345
226.0, 2444.3982300884954
174.25742574257427, 2434.8295454545455
200.0, 2476.705882352941
203.96039603960395, 2464.41
196.03960396039605, 2458.38
200.0, 2509.81
175.64870259481037, 2486.21978021978
220.67594433399603, 2466.0366972477063
207.22433460076044, 2444.027777777778
199.20318725099602, 2427.010101010101
198.0, 2427.633663366337
187.624750499002, 2415.9247311827958
210.0, 2431.4761904761904
219.12350597609563, 2427.7
188.4920634920635, 2413.9270833333335
201.59680638722554, 2418.59
158.10276679841897, 2462.475
207.92079207920793, 2503.0
215.41501976284584, 2498.97247706422
182.90258449304176, 2509.978021978022
193.6127744510978, 2551.080808080808
184.0, 2484.2065217391305
204.36507936507937, 2469.264705882353
228.0, 2482.791304347826
163.34661354581672, 2474.4074074074074
203.88349514563106, 2474.1747572815534
173.04189435336974, 2488.2604166666665
189.62075848303394, 2558.9479166666665
215.53398058252426, 2557.7207207207207
195.60878243512974, 2518.3838383838383
202.38095238095238, 2493.5247524752476
195.73643410852713, 2457.5742574257424
194.831013916501, 2422.3061224489797
223.32015810276678, 2439.548672566372
176.0154738878143, 2439.0666666666666
195.2662721893491, 2462.56
203.15581854043393, 2465.098039215686
196.42857142857142, 2440.84
235.0597609561753, 2436.563025210084
181.63672654690617, 2401.0434782608695
209.5808383233533, 2400.298076923077
196.81908548707753, 2388.2755102040815
199.6124031007752, 2412.9901960784314
218.0, 2434.2477064220184
181.63672654690617, 2412.4565217391305
208.0, 2432.790476190476
201.1605415860735, 2422.049019607843
187.1345029239766, 2426.622448979592
209.07297830374753, 2461.3142857142857
29.940119760479043, 81.81818181818181
37.9965457685665, 44.31818181818182
36.7504835589942, 28.227272727272727
38.46153846153846, 31.68421052631579
36.96498054474708, 27.842105263157894
37.03703703703704, 26.45
37.77335984095427, 30.3
38.53564547206165, 25.68421052631579
37.77335984095427, 26.210526315789473
37.254901960784316, 29.473684210526315
37.40157480314961, 33.15
37.84860557768924, 25.157894736842106
37.84860557768924, 26.05263157894737
37.698412698412696, 32.36842105263158
37.40157480314961, 24.105263157894736
37.77335984095427, 28.736842105263158
39.39962476547842, 31.35
37.31343283582089, 26.2
38.0, 28.45
37.878787878787875, 27.42105263157895
38.0, 33.0
37.77335984095427, 26.63157894736842
37.84860557768924, 25.57894736842105
38.02281368821293, 33.35
36.67953667953668, 24.85
37.47534516765286, 34.333333333333336
37.62376237623762, 27.7
38.32752613240418, 41.294117647058826
36.96857670979667, 43.375
36.7504835589942, 24.45
38.46153846153846, 35.94736842105263
37.45318352059925, 26.25
38.0, 24.944444444444443
36.67953667953668, 31.523809523809526
37.84860557768924, 25.94736842105263
37.03703703703704, 27.0
39.473684210526315, 25.6
37.18199608610568, 28.666666666666668
36.82170542635659, 27.714285714285715
37.698412698412696, 26.789473684210527
37.924151696606785, 29.42105263157895
38.53564547206165, 26.94736842105263
37.254901960784316, 25.42105263157895
38.98635477582846, 31.6
38.0, 26.526315789473685
37.254901960784316, 27.42105263157895
38.167938931297705, 25.85
36.82170542635659, 26.63157894736842
37.698412698412696, 27.789473684210527
39.37007874015748, 23.45
38.02281368821293, 30.95
37.878787878787875, 28.25
37.84860557768924, 30.11111111111111
36.39846743295019, 27.571428571428573
37.62376237623762, 26.05263157894737
38.25136612021858, 36.45
38.0, 22.263157894736842
38.18181818181818, 30.714285714285715
37.32809430255403, 28.65
38.75968992248062, 25.63157894736842
38.684719535783366, 30.85
36.96498054474708, 56.63157894736842
38.32116788321168, 26.7
37.84860557768924, 25.0
37.924151696606785, 27.210526315789473
39.0625, 29.94736842105263
36.96498054474708, 23.9
38.91050583657587, 29.789473684210527
37.84860557768924, 27.85
38.0, 24.842105263157894
37.77335984095427, 34.111111111111114
37.62376237623762, 27.95
39.07637655417407, 28.95
37.254901960784316, 24.761904761904763
37.80718336483932, 28.05
39.29273084479371, 29.75
38.38771593090211, 23.36842105263158
36.7504835589942, 27.55
38.61003861003861, 31.15
38.24091778202677, 24.3
37.950664136622386, 24.9
38.0, 28.57894736842105
37.66478342749529, 27.789473684210527
38.02281368821293, 23.19047619047619
39.447731755424066, 27.0
37.84860557768924, 33.73684210526316
37.84860557768924, 24.57894736842105
38.817005545286506, 29.095238095238095
37.40157480314961, 29.85
37.47534516765286, 24.833333333333332
39.62264150943396, 28.55
37.03703703703704, 25.857142857142858
37.77335984095427, 31.210526315789473
37.698412698412696, 27.333333333333332
38.0, 26.1
38.167938931297705, 32.3
39.21568627450981, 24.473684210526315
38.98635477582846, 27.7
35.785288270377734, 32.21052631578947
39.52569169960474, 26.894736842105264
37.80718336483932, 29.3
38.0, 28.63157894736842
37.18199608610568, 31.15
38.095238095238095, 28.68421052631579
37.924151696606785, 26.94736842105263
38.46153846153846, 32.55
37.56708407871198, 31.176470588235293
39.548022598870055, 82.84
38.46153846153846, 28.45
37.03703703703704, 29.31578947368421
38.888888888888886, 29.095238095238095
36.60886319845857, 24.25
37.24394785847299, 32.8
37.698412698412696, 28.0
39.10614525139665, 28.157894736842106
37.62376237623762, 25.857142857142858
37.62376237623762, 27.105263157894736
38.0, 26.57894736842105
37.924151696606785, 27.105263157894736
39.179104477611936, 30.85
38.38771593090211, 30.6
37.73584905660377, 24.45
39.0625, 33.25
37.40157480314961, 26.105263157894736
38.61003861003861, 28.0
36.60886319845857, 28.666666666666668
137.79527559055117, 22.88235294117647
145.91439688715954, 28.734375
159.84405458089668, 90.83333333333333
154.0, 55.2
151.69660678642714, 64.5774647887324
148.22134387351778, 45.077922077922075
147.70459081836327, 23.698630136986303
152.85451197053405, 61.45
151.69660678642714, 36.68292682926829
151.69660678642714, 44.74242424242424
151.5748031496063, 47.14772727272727
162.16216216216216, 23.486842105263158
159.84405458089668, 67.725
153.2416502946955, 48.49425287356322
155.94541910331384, 41.44444444444444
155.20628683693516, 42.54022988505747
151.5748031496063, 24.2
156.0, 74.35064935064935
158.10276679841897, 43.588235294117645
162.0, 51.885714285714286
160.3960396039604, 57.42528735632184
159.3625498007968, 33.620253164556964
156.0, 77.85
160.3960396039604, 29.96511627906977
163.67265469061877, 41.666666666666664
158.0, 61.45348837209303
155.06958250497019, 28.602564102564102
160.0, 72.2987012987013
163.67265469061877, 71.97647058823529
154.0, 42.16
159.3625498007968, 74.0506329113924
162.0, 35.77272727272727
164.0, 56.52857142857143
159.3625498007968, 72.91011235955057
159.13555992141454, 35.10958904109589
165.00994035785288, 90.37974683544304
159.6806387225549, 58.170212765957444
161.67664670658684, 75.55072463768116
161.41732283464566, 72.24444444444444
158.10276679841897, 30.371794871794872
162.21374045801525, 63.674698795180724
160.07905138339922, 49.989010989010985
165.6686626746507, 53.986666666666665
164.0, 64.45679012345678
162.21374045801525, 49.32098765432099
157.37051792828686, 71.80952380952381
162.426614481409, 36.0
160.0, 53.661764705882355
163.67265469061877, 72.25842696629213
161.7933723196881, 32.94117647058823
162.37623762376236, 59.794871794871796
157.68463073852294, 37.19767441860465
166.0, 34.375
161.35458167330677, 59.91954022988506
166.66666666666666, 29.919540229885058
164.0, 93.53246753246754
167.33067729083666, 68.22988505747126
161.35458167330677, 44.44736842105263
163.02186878727633, 76.40229885057471
161.73570019723866, 30.367816091954023
160.71428571428572, 60.333333333333336
161.0337972166998, 45.63636363636363
165.6686626746507, 40.0921052631579
165.3386454183267, 58.670731707317074
168.0, 37.175824175824175
167.65285996055226, 77.9090909090909
169.32270916334662, 64.37931034482759
167.3228346456693, 47.01234567901235
170.0, 86.86585365853658
169.62524654832347, 68.6063829787234
167.66467065868264, 91.82278481012658
171.6566866267465, 70.07692307692308
167.3228346456693, 40.175
167.33067729083666, 91.425
167.98418972332016, 64.875
169.29133858267716, 57.68354430379747
168.0, 73.26744186046511
163.77649325626203, 52.29761904761905
168.56060606060606, 88.0
169.66067864271457, 69.15384615384616
168.0, 78.45569620253164
163.02186878727633, 65.11363636363636
171.6566866267465, 36.646341463414636
169.8473282442748, 101.13253012048193
167.33067729083666, 70.26315789473684
171.31474103585657, 93.0
169.29133858267716, 140.90291262135923
172.47706422018348, 69.17204301075269
166.66666666666666, 97.54651162790698
168.65079365079364, 61.505376344086024
169.32270916334662, 62.029411764705884
170.63492063492063, 100.48484848484848
171.15384615384616, 52.59550561797753
166.33663366336634, 101.63095238095238
172.21135029354207, 83.60227272727273
163.34661354581672, 77.47297297297297
157.79092702169626, 78.71428571428571
166.66666666666666, 38.359550561797754
168.31683168316832, 69.0632911392405
160.7843137254902, 53.1123595505618
171.31474103585657, 47.28767123287671
166.0, 72.64367816091954
161.0337972166998, 35.17977528089887
166.0079051383399, 69.31944444444444
170.9741550695825, 77.33333333333333
166.9829222011385, 61.91463414634146
168.31683168316832, 80.97802197802197
168.0, 53.77647058823529
172.88801571709234, 85.76829268292683
160.0, 78.96629213483146
169.8473282442748, 48.65822784810127
170.0, 79.3076923076923
163.70808678500987, 41.577777777777776
166.0, 68.72972972972973
167.66467065868264, 82.62790697674419
161.59695817490493, 68.96052631578948
162.0, 96.23255813953489
165.00994035785288, 62.53763440860215
171.6566866267465, 72.65384615384616
170.0, 83.82758620689656
161.35458167330677, 64.08108108108108
170.63492063492063, 90.0
18.115942028985504, 32.55555555555556
19.011406844106464, 29.5
20.0, 28.9
18.76172607879925, 36.0
19.646365422396855, 54.5
19.37984496124031, 27.0
19.23076923076923, 30.5
19.646365422396855, 29.4
19.76284584980237, 30.3
19.49317738791423, 39.333333333333336
18.76172607879925, 31.545454545454547
20.0, 33.6
19.267822736030826, 31.1
18.939393939393938, 25.2
19.53125, 33.2
19.76284584980237, 27.9
19.6078431372549, 26.8
19.267822736030826, 30.727272727272727
19.047619047619047, 31.8
19.23076923076923, 36.1
19.68503937007874, 26.4
19.76284584980237, 37.333333333333336
19.193857965451055, 31.09090909090909
19.193857965451055, 26.4
19.880715705765407, 32.8
19.455252918287936, 34.1
18.656716417910445, 31.3
19.855595667870034, 28.636363636363637
19.157088122605362, 30.4
20.0, 27.7
19.801980198019802, 27.8
19.646365422396855, 35.9
19.193857965451055, 33.4
20.599250936329586, 30.7
18.726591760299623, 27.272727272727273
19.801980198019802, 27.7
18.76172607879925, 32.2
19.083969465648853, 26.6
20.484171322160147, 35.5
19.53125, 28.272727272727273
18.34862385321101, 28.7
20.0, 33.1
19.569471624266143, 31.9
19.801980198019802, 32.5
18.90359168241966, 29.7
19.880715705765407, 27.9
19.9203187250996, 30.1
18.90359168241966, 31.6
20.0, 34.54545454545455
19.76284584980237, 28.0
19.193857965451055, 25.1
19.120458891013385, 30.1
19.723865877712033, 35.1
19.960079840319363, 40.44444444444444
19.267822736030826, 29.181818181818183
19.76284584980237, 25.5
19.23076923076923, 32.9
19.801980198019802, 32.6
19.569471624266143, 28.5
19.455252918287936, 28.1
19.267822736030826, 31.7
19.267822736030826, 32.4
20.0, 26.3
19.646365422396855, 33.7
19.193857965451055, 27.9
19.801980198019802, 29.4
19.193857965451055, 34.7
19.37984496124031, 31.9
20.0, 28.2
19.193857965451055, 30.4
19.120458891013385, 27.1
19.503546099290784, 26.636363636363637
20.183486238532108, 27.545454545454547
18.90359168241966, 34.4
19.801980198019802, 30.5
20.0, 28.4
19.801980198019802, 35.4
18.832391713747644, 32.90909090909091
19.53125, 29.6
19.9203187250996, 29.7
18.416206261510126, 29.9
19.880715705765407, 28.3
19.569471624266143, 30.9
20.0, 29.8
19.841269841269842, 26.8
18.51851851851852, 29.2
19.819819819819816, 34.54545454545455
19.49317738791423, 28.5
19.569471624266143, 39.6
19.569471624266143, 27.1
19.569471624266143, 31.9
19.49317738791423, 33.8
19.801980198019802, 28.7
19.37984496124031, 27.0
19.646365422396855, 27.4
19.801980198019802, 31.8
19.569471624266143, 26.8
19.193857965451055, 26.0
19.455252918287936, 27.0
19.607843137254903, 26.7
19.96370235934664, 27.454545454545453
19.193857965451055, 29.8
19.9203187250996, 22.9
19.120458891013385, 31.6
19.342359767891683, 30.7
19.538188277087034, 28.90909090909091
19.841269841269842, 28.7
19.607843137254903, 32.1
19.49317738791423, 32.6
20.0, 25.5
18.90359168241966, 30.3
19.880715705765407, 24.8
19.120458891013385, 26.9
19.569471624266143, 29.3
19.41747572815534, 33.5
19.723865877712033, 35.2
19.083969465648853, 28.9
19.89150090415913, 26.90909090909091
19.26444833625219, 27.454545454545453
